best_threshold: 0.86
false_positive_percentage: 0.0
false_negative_percentage: 1.0
number_of_tests_conducted: 80

minimized_false_positive_threshold: 0.05
false_positive_percentage: 0.0
false_negative_percentage: 0.9
number_of_tests_conducted: 80

equalized_false_positive_negative_threshold: 0.0
false_positive_percentage: 0.725
false_negative_percentage: 0.0
number_of_tests_conducted: 80

authentication_threshold	false_positive_percentage	false_negative_percentage	authentication_accuracy
6.4583E-4	0.0	0.075	0.9625
6.458400000000001E-4	0.0	0.075	0.9625
6.4585E-4	0.0	0.075	0.9625
6.4586E-4	0.0	0.075	0.9625
6.4587E-4	0.0	0.075	0.9625
6.4588E-4	0.0	0.075	0.9625
6.4589E-4	0.0	0.075	0.9625
6.459E-4	0.0	0.075	0.9625
6.4591E-4	0.0	0.075	0.9625
6.4592E-4	0.0	0.075	0.9625
6.4593E-4	0.0	0.075	0.9625
6.4594E-4	0.0	0.075	0.9625
6.459500000000001E-4	0.0	0.075	0.9625
6.4596E-4	0.0	0.075	0.9625
6.4597E-4	0.0	0.075	0.9625
6.4598E-4	0.0	0.075	0.9625
6.4599E-4	0.0	0.075	0.9625
6.46E-4	0.0	0.075	0.9625
6.4601E-4	0.0	0.075	0.9625
6.4602E-4	0.0	0.075	0.9625
6.4603E-4	0.0	0.075	0.9625
6.4604E-4	0.0	0.075	0.9625
6.4605E-4	0.0	0.075	0.9625
6.460600000000001E-4	0.0	0.075	0.9625
6.4607E-4	0.0	0.075	0.9625
6.4608E-4	0.0	0.075	0.9625
6.4609E-4	0.0	0.075	0.9625
6.461E-4	0.0	0.075	0.9625
6.4611E-4	0.0	0.075	0.9625
6.4612E-4	0.0	0.075	0.9625
6.4613E-4	0.0	0.075	0.9625
6.4614E-4	0.0	0.075	0.9625
6.461500000000001E-4	0.0	0.075	0.9625
6.4616E-4	0.0	0.075	0.9625
6.461700000000001E-4	0.0	0.075	0.9625
6.4618E-4	0.0	0.075	0.9625
6.4619E-4	0.0	0.075	0.9625
6.462E-4	0.0	0.075	0.9625
6.4621E-4	0.0	0.075	0.9625
6.4622E-4	0.0	0.075	0.9625
6.4623E-4	0.0	0.075	0.9625
6.4624E-4	0.0	0.075	0.9625
6.4625E-4	0.0	0.075	0.9625
6.462600000000001E-4	0.0	0.075	0.9625
6.4627E-4	0.0	0.075	0.9625
6.4628E-4	0.0	0.075	0.9625
6.4629E-4	0.0	0.075	0.9625
6.463E-4	0.0	0.075	0.9625
6.4631E-4	0.0	0.075	0.9625
6.4632E-4	0.0	0.075	0.9625
6.4633E-4	0.0	0.075	0.9625
6.4634E-4	0.0	0.075	0.9625
6.4635E-4	0.0	0.075	0.9625
6.4636E-4	0.0	0.075	0.9625
6.463700000000001E-4	0.0	0.075	0.9625
6.4638E-4	0.0	0.075	0.9625
6.4639E-4	0.0	0.075	0.9625
6.464E-4	0.0	0.075	0.9625
6.4641E-4	0.0	0.075	0.9625
6.4642E-4	0.0	0.075	0.9625
6.4643E-4	0.0	0.075	0.9625
6.4644E-4	0.0	0.075	0.9625
6.4645E-4	0.0	0.075	0.9625
6.4646E-4	0.0	0.075	0.9625
6.4647E-4	0.0	0.075	0.9625
6.464800000000001E-4	0.0	0.075	0.9625
6.4649E-4	0.0	0.075	0.9625
6.465E-4	0.0	0.075	0.9625
6.4651E-4	0.0	0.075	0.9625
6.4652E-4	0.0	0.075	0.9625
6.4653E-4	0.0	0.075	0.9625
6.4654E-4	0.0	0.075	0.9625
6.4655E-4	0.0	0.075	0.9625
6.4656E-4	0.0	0.075	0.9625
6.465700000000001E-4	0.0	0.075	0.9625
6.4658E-4	0.0	0.075	0.9625
6.465900000000001E-4	0.0	0.075	0.9625
6.466E-4	0.0	0.075	0.9625
6.4661E-4	0.0	0.075	0.9625
6.4662E-4	0.0	0.075	0.9625
6.4663E-4	0.0	0.075	0.9625
6.4664E-4	0.0	0.075	0.9625
6.4665E-4	0.0	0.075	0.9625
6.4666E-4	0.0	0.075	0.9625
6.4667E-4	0.0	0.075	0.9625
6.466800000000001E-4	0.0	0.075	0.9625
6.4669E-4	0.0	0.075	0.9625
6.467E-4	0.0	0.075	0.9625
6.4671E-4	0.0	0.075	0.9625
6.4672E-4	0.0	0.075	0.9625
6.4673E-4	0.0	0.075	0.9625
6.4674E-4	0.0	0.075	0.9625
6.4675E-4	0.0	0.075	0.9625
6.4676E-4	0.0	0.075	0.9625
6.4677E-4	0.0	0.075	0.9625
6.4678E-4	0.0	0.075	0.9625
6.467900000000001E-4	0.0	0.075	0.9625
6.468E-4	0.0	0.075	0.9625
6.4681E-4	0.0	0.075	0.9625
6.4682E-4	0.0	0.075	0.9625
6.4683E-4	0.0	0.075	0.9625
6.4684E-4	0.0	0.075	0.9625
6.4685E-4	0.0	0.075	0.9625
6.4686E-4	0.0	0.075	0.9625
6.4687E-4	0.0	0.075	0.9625
6.4688E-4	0.0	0.075	0.9625
6.4689E-4	0.0	0.075	0.9625
6.469000000000001E-4	0.0	0.075	0.9625
6.4691E-4	0.0	0.075	0.9625
6.4692E-4	0.0	0.075	0.9625
6.4693E-4	0.0	0.075	0.9625
6.4694E-4	0.0	0.075	0.9625
6.4695E-4	0.0	0.075	0.9625
6.4696E-4	0.0	0.075	0.9625
6.4697E-4	0.0	0.075	0.9625
6.4698E-4	0.0	0.075	0.9625
6.469900000000001E-4	0.0	0.075	0.9625
6.47E-4	0.0	0.075	0.9625
6.470100000000001E-4	0.0	0.075	0.9625
6.4702E-4	0.0	0.075	0.9625
6.4703E-4	0.0	0.075	0.9625
6.4704E-4	0.0	0.075	0.9625
6.4705E-4	0.0	0.075	0.9625
6.4706E-4	0.0	0.075	0.9625
6.4707E-4	0.0	0.075	0.9625
6.4708E-4	0.0	0.075	0.9625
6.4709E-4	0.0	0.075	0.9625
6.471000000000001E-4	0.0	0.075	0.9625
6.4711E-4	0.0	0.075	0.9625
6.4712E-4	0.0	0.075	0.9625
6.4713E-4	0.0	0.075	0.9625
6.4714E-4	0.0	0.075	0.9625
6.4715E-4	0.0	0.075	0.9625
6.4716E-4	0.0	0.075	0.9625
6.4717E-4	0.0	0.075	0.9625
6.4718E-4	0.0	0.075	0.9625
6.4719E-4	0.0	0.075	0.9625
6.472E-4	0.0	0.075	0.9625
6.472100000000001E-4	0.0	0.075	0.9625
6.4722E-4	0.0	0.075	0.9625
6.4723E-4	0.0	0.075	0.9625
6.4724E-4	0.0	0.075	0.9625
6.4725E-4	0.0	0.075	0.9625
6.4726E-4	0.0	0.075	0.9625
6.4727E-4	0.0	0.075	0.9625
6.4728E-4	0.0	0.075	0.9625
6.4729E-4	0.0	0.075	0.9625
6.473000000000001E-4	0.0	0.075	0.9625
6.4731E-4	0.0	0.075	0.9625
6.473200000000001E-4	0.0	0.075	0.9625
6.4733E-4	0.0	0.075	0.9625
6.4734E-4	0.0	0.075	0.9625
6.4735E-4	0.0	0.075	0.9625
6.4736E-4	0.0	0.075	0.9625
6.4737E-4	0.0	0.075	0.9625
6.4738E-4	0.0	0.075	0.9625
6.4739E-4	0.0	0.075	0.9625
6.474E-4	0.0	0.075	0.9625
6.474100000000001E-4	0.0	0.075	0.9625
6.4742E-4	0.0	0.075	0.9625
6.4743E-4	0.0	0.075	0.9625
6.4744E-4	0.0	0.075	0.9625
6.4745E-4	0.0	0.075	0.9625
6.4746E-4	0.0	0.075	0.9625
6.4747E-4	0.0	0.075	0.9625
6.4748E-4	0.0	0.075	0.9625
6.4749E-4	0.0	0.075	0.9625
6.475E-4	0.0	0.075	0.9625
6.4751E-4	0.0	0.075	0.9625
6.475200000000001E-4	0.0	0.075	0.9625
6.4753E-4	0.0	0.075	0.9625
6.4754E-4	0.0	0.075	0.9625
6.4755E-4	0.0	0.075	0.9625
6.4756E-4	0.0	0.075	0.9625
6.4757E-4	0.0	0.075	0.9625
6.4758E-4	0.0	0.075	0.9625
6.4759E-4	0.0	0.075	0.9625
6.476E-4	0.0	0.075	0.9625
6.4761E-4	0.0	0.075	0.9625
6.4762E-4	0.0	0.075	0.9625
6.476300000000001E-4	0.0	0.075	0.9625
6.4764E-4	0.0	0.075	0.9625
6.4765E-4	0.0	0.075	0.9625
6.4766E-4	0.0	0.075	0.9625
6.4767E-4	0.0	0.075	0.9625
6.4768E-4	0.0	0.075	0.9625
6.4769E-4	0.0	0.075	0.9625
6.477E-4	0.0	0.075	0.9625
6.4771E-4	0.0	0.075	0.9625
6.477200000000001E-4	0.0	0.075	0.9625
6.4773E-4	0.0	0.075	0.9625
6.477400000000001E-4	0.0	0.075	0.9625
6.4775E-4	0.0	0.075	0.9625
6.4776E-4	0.0	0.075	0.9625
6.4777E-4	0.0	0.075	0.9625
6.4778E-4	0.0	0.075	0.9625
6.4779E-4	0.0	0.075	0.9625
6.478E-4	0.0	0.075	0.9625
6.4781E-4	0.0	0.075	0.9625
6.4782E-4	0.0	0.075	0.9625
6.478300000000001E-4	0.0	0.075	0.9625
6.4784E-4	0.0	0.075	0.9625
6.4785E-4	0.0	0.075	0.9625
6.4786E-4	0.0	0.075	0.9625
6.4787E-4	0.0	0.075	0.9625
6.4788E-4	0.0	0.075	0.9625
6.4789E-4	0.0	0.075	0.9625
6.479E-4	0.0	0.075	0.9625
6.4791E-4	0.0	0.075	0.9625
6.4792E-4	0.0	0.075	0.9625
6.4793E-4	0.0	0.075	0.9625
6.479400000000001E-4	0.0	0.075	0.9625
6.4795E-4	0.0	0.075	0.9625
6.4796E-4	0.0	0.075	0.9625
6.4797E-4	0.0	0.075	0.9625
6.4798E-4	0.0	0.075	0.9625
6.4799E-4	0.0	0.075	0.9625
6.48E-4	0.0	0.075	0.9625
6.4801E-4	0.0	0.075	0.9625
6.4802E-4	0.0	0.075	0.9625
6.4803E-4	0.0	0.075	0.9625
6.4804E-4	0.0	0.075	0.9625
6.480500000000001E-4	0.0	0.075	0.9625
6.4806E-4	0.0	0.075	0.9625
6.4807E-4	0.0	0.075	0.9625
6.4808E-4	0.0	0.075	0.9625
6.4809E-4	0.0	0.075	0.9625
6.481E-4	0.0	0.075	0.9625
6.4811E-4	0.0	0.075	0.9625
6.4812E-4	0.0	0.075	0.9625
6.4813E-4	0.0	0.075	0.9625
6.481400000000001E-4	0.0	0.075	0.9625
6.4815E-4	0.0	0.075	0.9625
6.481600000000001E-4	0.0	0.075	0.9625
6.4817E-4	0.0	0.075	0.9625
6.4818E-4	0.0	0.075	0.9625
6.4819E-4	0.0	0.075	0.9625
6.482E-4	0.0	0.075	0.9625
6.4821E-4	0.0	0.075	0.9625
6.4822E-4	0.0	0.075	0.9625
6.4823E-4	0.0	0.075	0.9625
6.4824E-4	0.0	0.075	0.9625
6.482500000000001E-4	0.0	0.075	0.9625
6.4826E-4	0.0	0.075	0.9625
6.4827E-4	0.0	0.075	0.9625
6.4828E-4	0.0	0.075	0.9625
6.4829E-4	0.0	0.075	0.9625
6.483E-4	0.0	0.075	0.9625
6.4831E-4	0.0	0.075	0.9625
6.4832E-4	0.0	0.075	0.9625
6.4833E-4	0.0	0.075	0.9625
6.4834E-4	0.0	0.075	0.9625
6.4835E-4	0.0	0.075	0.9625
6.483600000000001E-4	0.0	0.075	0.9625
6.4837E-4	0.0	0.075	0.9625
6.4838E-4	0.0	0.075	0.9625
6.4839E-4	0.0	0.075	0.9625
6.484E-4	0.0	0.075	0.9625
6.4841E-4	0.0	0.075	0.9625
6.4842E-4	0.0	0.075	0.9625
6.4843E-4	0.0	0.075	0.9625
6.4844E-4	0.0	0.075	0.9625
6.4845E-4	0.0	0.075	0.9625
6.4846E-4	0.0	0.075	0.9625
6.484700000000001E-4	0.0	0.075	0.9625
6.4848E-4	0.0	0.075	0.9625
6.4849E-4	0.0	0.075	0.9625
6.485E-4	0.0	0.075	0.9625
6.4851E-4	0.0	0.075	0.9625
6.4852E-4	0.0	0.075	0.9625
6.4853E-4	0.0	0.075	0.9625
6.4854E-4	0.0	0.075	0.9625
6.4855E-4	0.0	0.075	0.9625
6.485600000000001E-4	0.0	0.075	0.9625
6.4857E-4	0.0	0.075	0.9625
6.485800000000001E-4	0.0	0.075	0.9625
6.4859E-4	0.0	0.075	0.9625
6.486E-4	0.0	0.075	0.9625
6.4861E-4	0.0	0.075	0.9625
6.4862E-4	0.0	0.075	0.9625
6.4863E-4	0.0	0.075	0.9625
6.4864E-4	0.0	0.075	0.9625
6.4865E-4	0.0	0.075	0.9625
6.4866E-4	0.0	0.075	0.9625
6.486700000000001E-4	0.0	0.075	0.9625
6.4868E-4	0.0	0.075	0.9625
6.4869E-4	0.0	0.075	0.9625
6.487E-4	0.0	0.075	0.9625
6.4871E-4	0.0	0.075	0.9625
6.4872E-4	0.0	0.075	0.9625
6.4873E-4	0.0	0.075	0.9625
6.4874E-4	0.0	0.075	0.9625
6.4875E-4	0.0	0.075	0.9625
6.4876E-4	0.0	0.075	0.9625
6.4877E-4	0.0	0.075	0.9625
6.487800000000001E-4	0.0	0.075	0.9625
6.4879E-4	0.0	0.075	0.9625
6.488E-4	0.0	0.075	0.9625
6.4881E-4	0.0	0.075	0.9625
6.4882E-4	0.0	0.075	0.9625
6.4883E-4	0.0	0.075	0.9625
6.4884E-4	0.0	0.075	0.9625
6.4885E-4	0.0	0.075	0.9625
6.4886E-4	0.0	0.075	0.9625
6.488700000000001E-4	0.0	0.075	0.9625
6.4888E-4	0.0	0.075	0.9625
6.488900000000001E-4	0.0	0.075	0.9625
6.489E-4	0.0	0.075	0.9625
6.4891E-4	0.0	0.075	0.9625
6.4892E-4	0.0	0.075	0.9625
6.4893E-4	0.0	0.075	0.9625
6.4894E-4	0.0	0.075	0.9625
6.4895E-4	0.0	0.075	0.9625
6.4896E-4	0.0	0.075	0.9625
6.4897E-4	0.0	0.075	0.9625
6.489800000000001E-4	0.0	0.075	0.9625
6.4899E-4	0.0	0.075	0.9625
6.490000000000001E-4	0.0	0.075	0.9625
6.4901E-4	0.0	0.075	0.9625
6.4902E-4	0.0	0.075	0.9625
6.4903E-4	0.0	0.075	0.9625
6.4904E-4	0.0	0.075	0.9625
6.4905E-4	0.0	0.075	0.9625
6.4906E-4	0.0	0.075	0.9625
6.4907E-4	0.0	0.075	0.9625
6.4908E-4	0.0	0.075	0.9625
6.490900000000001E-4	0.0	0.075	0.9625
6.491E-4	0.0	0.075	0.9625
6.4911E-4	0.0	0.075	0.9625
6.4912E-4	0.0	0.075	0.9625
6.4913E-4	0.0	0.075	0.9625
6.4914E-4	0.0	0.075	0.9625
6.4915E-4	0.0	0.075	0.9625
6.4916E-4	0.0	0.075	0.9625
6.4917E-4	0.0	0.075	0.9625
6.4918E-4	0.0	0.075	0.9625
6.4919E-4	0.0	0.075	0.9625
6.492000000000001E-4	0.0	0.075	0.9625
6.4921E-4	0.0	0.075	0.9625
6.4922E-4	0.0	0.075	0.9625
6.4923E-4	0.0	0.075	0.9625
6.4924E-4	0.0	0.075	0.9625
6.4925E-4	0.0	0.075	0.9625
6.4926E-4	0.0	0.075	0.9625
6.4927E-4	0.0	0.075	0.9625
6.4928E-4	0.0	0.075	0.9625
6.492900000000001E-4	0.0	0.075	0.9625
6.493E-4	0.0	0.075	0.9625
6.493100000000001E-4	0.0	0.075	0.9625
6.4932E-4	0.0	0.075	0.9625
6.4933E-4	0.0	0.075	0.9625
6.4934E-4	0.0	0.075	0.9625
6.4935E-4	0.0	0.075	0.9625
6.4936E-4	0.0	0.075	0.9625
6.4937E-4	0.0	0.075	0.9625
6.4938E-4	0.0	0.075	0.9625
6.4939E-4	0.0	0.075	0.9625
6.494000000000001E-4	0.0	0.075	0.9625
6.4941E-4	0.0	0.075	0.9625
6.4942E-4	0.0	0.075	0.9625
6.4943E-4	0.0	0.075	0.9625
6.4944E-4	0.0	0.075	0.9625
6.4945E-4	0.0	0.075	0.9625
6.4946E-4	0.0	0.075	0.9625
6.4947E-4	0.0	0.075	0.9625
6.4948E-4	0.0	0.075	0.9625
6.4949E-4	0.0	0.075	0.9625
6.495E-4	0.0	0.075	0.9625
6.495100000000001E-4	0.0	0.075	0.9625
6.4952E-4	0.0	0.075	0.9625
6.4953E-4	0.0	0.075	0.9625
6.4954E-4	0.0	0.075	0.9625
6.4955E-4	0.0	0.075	0.9625
6.4956E-4	0.0	0.075	0.9625
6.4957E-4	0.0	0.075	0.9625
6.4958E-4	0.0	0.075	0.9625
6.4959E-4	0.0	0.075	0.9625
6.496E-4	0.0	0.075	0.9625
6.4961E-4	0.0	0.075	0.9625
6.496200000000001E-4	0.0	0.075	0.9625
6.4963E-4	0.0	0.075	0.9625
6.4964E-4	0.0	0.075	0.9625
6.4965E-4	0.0	0.075	0.9625
6.4966E-4	0.0	0.075	0.9625
6.4967E-4	0.0	0.075	0.9625
6.4968E-4	0.0	0.075	0.9625
6.4969E-4	0.0	0.075	0.9625
6.497E-4	0.0	0.075	0.9625
6.497100000000001E-4	0.0	0.075	0.9625
6.4972E-4	0.0	0.075	0.9625
6.497300000000001E-4	0.0	0.075	0.9625
6.4974E-4	0.0	0.075	0.9625
6.4975E-4	0.0	0.075	0.9625
6.4976E-4	0.0	0.075	0.9625
6.4977E-4	0.0	0.075	0.9625
6.4978E-4	0.0	0.075	0.9625
6.4979E-4	0.0	0.075	0.9625
6.498E-4	0.0	0.075	0.9625
6.4981E-4	0.0	0.075	0.9625
6.498200000000001E-4	0.0	0.075	0.9625
6.4983E-4	0.0	0.075	0.9625
6.4984E-4	0.0	0.075	0.9625
6.4985E-4	0.0	0.075	0.9625
6.4986E-4	0.0	0.075	0.9625
6.4987E-4	0.0	0.075	0.9625
6.4988E-4	0.0	0.075	0.9625
6.4989E-4	0.0	0.075	0.9625
6.499E-4	0.0	0.075	0.9625
6.4991E-4	0.0	0.075	0.9625
6.4992E-4	0.0	0.075	0.9625
6.499300000000001E-4	0.0	0.075	0.9625
6.4994E-4	0.0	0.075	0.9625
6.4995E-4	0.0	0.075	0.9625
6.4996E-4	0.0	0.075	0.9625
6.4997E-4	0.0	0.075	0.9625
6.4998E-4	0.0	0.075	0.9625
6.4999E-4	0.0	0.075	0.9625
6.5E-4	0.0	0.075	0.9625
6.5001E-4	0.0	0.075	0.9625
6.5002E-4	0.0	0.075	0.9625
6.5003E-4	0.0	0.075	0.9625
6.500400000000001E-4	0.0	0.075	0.9625
6.5005E-4	0.0	0.075	0.9625
6.5006E-4	0.0	0.075	0.9625
6.5007E-4	0.0	0.075	0.9625
6.5008E-4	0.0	0.075	0.9625
6.5009E-4	0.0	0.075	0.9625
6.501E-4	0.0	0.075	0.9625
6.5011E-4	0.0	0.075	0.9625
6.5012E-4	0.0	0.075	0.9625
6.501300000000001E-4	0.0	0.075	0.9625
6.5014E-4	0.0	0.075	0.9625
6.501500000000001E-4	0.0	0.075	0.9625
6.5016E-4	0.0	0.075	0.9625
6.5017E-4	0.0	0.075	0.9625
6.5018E-4	0.0	0.075	0.9625
6.5019E-4	0.0	0.075	0.9625
6.502E-4	0.0	0.075	0.9625
6.5021E-4	0.0	0.075	0.9625
6.5022E-4	0.0	0.075	0.9625
6.5023E-4	0.0	0.075	0.9625
6.502400000000001E-4	0.0	0.075	0.9625
6.5025E-4	0.0	0.075	0.9625
6.5026E-4	0.0	0.075	0.9625
6.5027E-4	0.0	0.075	0.9625
6.5028E-4	0.0	0.075	0.9625
6.5029E-4	0.0	0.075	0.9625
6.503E-4	0.0	0.075	0.9625
6.5031E-4	0.0	0.075	0.9625
6.5032E-4	0.0	0.075	0.9625
6.5033E-4	0.0	0.075	0.9625
6.5034E-4	0.0	0.075	0.9625
6.503500000000001E-4	0.0	0.075	0.9625
6.5036E-4	0.0	0.075	0.9625
6.5037E-4	0.0	0.075	0.9625
6.5038E-4	0.0	0.075	0.9625
6.5039E-4	0.0	0.075	0.9625
6.504E-4	0.0	0.075	0.9625
6.5041E-4	0.0	0.075	0.9625
6.5042E-4	0.0	0.075	0.9625
6.5043E-4	0.0	0.075	0.9625
6.504400000000001E-4	0.0	0.075	0.9625
6.5045E-4	0.0	0.075	0.9625
6.504600000000001E-4	0.0	0.075	0.9625
6.5047E-4	0.0	0.075	0.9625
6.5048E-4	0.0	0.075	0.9625
6.5049E-4	0.0	0.075	0.9625
6.505E-4	0.0	0.075	0.9625
6.5051E-4	0.0	0.075	0.9625
6.5052E-4	0.0	0.075	0.9625
6.5053E-4	0.0	0.075	0.9625
6.5054E-4	0.0	0.075	0.9625
6.505500000000001E-4	0.0	0.075	0.9625
6.5056E-4	0.0	0.075	0.9625
6.505700000000001E-4	0.0	0.075	0.9625
6.5058E-4	0.0	0.075	0.9625
6.5059E-4	0.0	0.075	0.9625
6.506E-4	0.0	0.075	0.9625
6.5061E-4	0.0	0.075	0.9625
6.5062E-4	0.0	0.075	0.9625
6.5063E-4	0.0	0.075	0.9625
6.5064E-4	0.0	0.075	0.9625
6.5065E-4	0.0	0.075	0.9625
6.506600000000001E-4	0.0	0.075	0.9625
6.5067E-4	0.0	0.075	0.9625
6.5068E-4	0.0	0.075	0.9625
6.5069E-4	0.0	0.075	0.9625
6.507E-4	0.0	0.075	0.9625
6.5071E-4	0.0	0.075	0.9625
6.5072E-4	0.0	0.075	0.9625
6.5073E-4	0.0	0.075	0.9625
6.5074E-4	0.0	0.075	0.9625
6.5075E-4	0.0	0.075	0.9625
6.5076E-4	0.0	0.075	0.9625
6.507700000000001E-4	0.0	0.075	0.9625
6.5078E-4	0.0	0.075	0.9625
6.5079E-4	0.0	0.075	0.9625
6.508E-4	0.0	0.075	0.9625
6.5081E-4	0.0	0.075	0.9625
6.5082E-4	0.0	0.075	0.9625
6.5083E-4	0.0	0.075	0.9625
6.5084E-4	0.0	0.075	0.9625
6.5085E-4	0.0	0.075	0.9625
6.508600000000001E-4	0.0	0.075	0.9625
6.5087E-4	0.0	0.075	0.9625
6.508800000000001E-4	0.0	0.075	0.9625
6.5089E-4	0.0	0.075	0.9625
6.509E-4	0.0	0.075	0.9625
6.5091E-4	0.0	0.075	0.9625
6.5092E-4	0.0	0.075	0.9625
6.5093E-4	0.0	0.075	0.9625
6.5094E-4	0.0	0.075	0.9625
6.5095E-4	0.0	0.075	0.9625
6.5096E-4	0.0	0.075	0.9625
6.509700000000001E-4	0.0	0.075	0.9625
6.5098E-4	0.0	0.075	0.9625
6.5099E-4	0.0	0.075	0.9625
6.51E-4	0.0	0.075	0.9625
6.5101E-4	0.0	0.075	0.9625
6.5102E-4	0.0	0.075	0.9625
6.5103E-4	0.0	0.075	0.9625
6.5104E-4	0.0	0.075	0.9625
6.5105E-4	0.0	0.075	0.9625
6.5106E-4	0.0	0.075	0.9625
6.5107E-4	0.0	0.075	0.9625
6.510800000000001E-4	0.0	0.075	0.9625
6.5109E-4	0.0	0.075	0.9625
6.511E-4	0.0	0.075	0.9625
6.5111E-4	0.0	0.075	0.9625
6.5112E-4	0.0	0.075	0.9625
6.5113E-4	0.0	0.075	0.9625
6.5114E-4	0.0	0.075	0.9625
6.5115E-4	0.0	0.075	0.9625
6.5116E-4	0.0	0.075	0.9625
6.5117E-4	0.0	0.075	0.9625
6.5118E-4	0.0	0.075	0.9625
6.511900000000001E-4	0.0	0.075	0.9625
6.512E-4	0.0	0.075	0.9625
6.5121E-4	0.0	0.075	0.9625
6.5122E-4	0.0	0.075	0.9625
6.5123E-4	0.0	0.075	0.9625
6.5124E-4	0.0	0.075	0.9625
6.5125E-4	0.0	0.075	0.9625
6.5126E-4	0.0	0.075	0.9625
6.5127E-4	0.0	0.075	0.9625
6.512800000000001E-4	0.0	0.075	0.9625
6.5129E-4	0.0	0.075	0.9625
6.513000000000001E-4	0.0	0.075	0.9625
6.5131E-4	0.0	0.075	0.9625
6.5132E-4	0.0	0.075	0.9625
6.5133E-4	0.0	0.075	0.9625
6.5134E-4	0.0	0.075	0.9625
6.5135E-4	0.0	0.075	0.9625
6.5136E-4	0.0	0.075	0.9625
6.5137E-4	0.0	0.075	0.9625
6.5138E-4	0.0	0.075	0.9625
6.513900000000001E-4	0.0	0.075	0.9625
6.514E-4	0.0	0.075	0.9625
6.5141E-4	0.0	0.075	0.9625
6.5142E-4	0.0	0.075	0.9625
6.5143E-4	0.0	0.075	0.9625
6.5144E-4	0.0	0.075	0.9625
6.5145E-4	0.0	0.075	0.9625
6.5146E-4	0.0	0.075	0.9625
6.5147E-4	0.0	0.075	0.9625
6.5148E-4	0.0	0.075	0.9625
6.5149E-4	0.0	0.075	0.9625
6.515000000000001E-4	0.0	0.075	0.9625
6.5151E-4	0.0	0.075	0.9625
6.5152E-4	0.0	0.075	0.9625
6.5153E-4	0.0	0.075	0.9625
6.5154E-4	0.0	0.075	0.9625
6.5155E-4	0.0	0.075	0.9625
6.5156E-4	0.0	0.075	0.9625
6.5157E-4	0.0	0.075	0.9625
6.5158E-4	0.0	0.075	0.9625
6.5159E-4	0.0	0.075	0.9625
6.516E-4	0.0	0.075	0.9625
6.516100000000001E-4	0.0	0.075	0.9625
6.5162E-4	0.0	0.075	0.9625
6.5163E-4	0.0	0.075	0.9625
6.5164E-4	0.0	0.075	0.9625
6.5165E-4	0.0	0.075	0.9625
6.5166E-4	0.0	0.075	0.9625
6.5167E-4	0.0	0.075	0.9625
6.5168E-4	0.0	0.075	0.9625
6.5169E-4	0.0	0.075	0.9625
6.517000000000001E-4	0.0	0.075	0.9625
6.5171E-4	0.0	0.075	0.9625
6.517200000000001E-4	0.0	0.075	0.9625
6.5173E-4	0.0	0.075	0.9625
6.5174E-4	0.0	0.075	0.9625
6.5175E-4	0.0	0.075	0.9625
6.5176E-4	0.0	0.075	0.9625
6.5177E-4	0.0	0.075	0.9625
6.5178E-4	0.0	0.075	0.9625
6.5179E-4	0.0	0.075	0.9625
6.518E-4	0.0	0.075	0.9625
6.518100000000001E-4	0.0	0.075	0.9625
6.5182E-4	0.0	0.075	0.9625
6.5183E-4	0.0	0.075	0.9625
6.5184E-4	0.0	0.075	0.9625
6.5185E-4	0.0	0.075	0.9625
6.5186E-4	0.0	0.075	0.9625
6.5187E-4	0.0	0.075	0.9625
6.5188E-4	0.0	0.075	0.9625
6.5189E-4	0.0	0.075	0.9625
6.519E-4	0.0	0.075	0.9625
6.5191E-4	0.0	0.075	0.9625
6.519200000000001E-4	0.0	0.075	0.9625
6.5193E-4	0.0	0.075	0.9625
6.5194E-4	0.0	0.075	0.9625
6.5195E-4	0.0	0.075	0.9625
6.5196E-4	0.0	0.075	0.9625
6.5197E-4	0.0	0.075	0.9625
6.5198E-4	0.0	0.075	0.9625
6.5199E-4	0.0	0.075	0.9625
6.52E-4	0.0	0.075	0.9625
6.520100000000001E-4	0.0	0.075	0.9625
6.5202E-4	0.0	0.075	0.9625
6.520300000000001E-4	0.0	0.075	0.9625
6.5204E-4	0.0	0.075	0.9625
6.5205E-4	0.0	0.075	0.9625
6.5206E-4	0.0	0.075	0.9625
6.5207E-4	0.0	0.075	0.9625
6.5208E-4	0.0	0.075	0.9625
6.5209E-4	0.0	0.075	0.9625
6.521E-4	0.0	0.075	0.9625
6.5211E-4	0.0	0.075	0.9625
6.521200000000001E-4	0.0	0.075	0.9625
6.5213E-4	0.0	0.075	0.9625
6.521400000000001E-4	0.0	0.075	0.9625
6.5215E-4	0.0	0.075	0.9625
6.5216E-4	0.0	0.075	0.9625
6.5217E-4	0.0	0.075	0.9625
6.5218E-4	0.0	0.075	0.9625
6.5219E-4	0.0	0.075	0.9625
6.522E-4	0.0	0.075	0.9625
6.5221E-4	0.0	0.075	0.9625
6.5222E-4	0.0	0.075	0.9625
6.522300000000001E-4	0.0	0.075	0.9625
6.5224E-4	0.0	0.075	0.9625
6.5225E-4	0.0	0.075	0.9625
6.5226E-4	0.0	0.075	0.9625
6.5227E-4	0.0	0.075	0.9625
6.5228E-4	0.0	0.075	0.9625
6.5229E-4	0.0	0.075	0.9625
